Parent SKU,Variant SKU,seller-sku,asin1,item-name,Variation,Vartiation Qunatity,Multiple listing,listing-id,price,open-date,status,Taxonomy,T1,T2,T3,End Node,Manufacture Name,Manufacture Part#,Data Source Status,MFR HTML1,MFR HTML2,MFR PDF URL1,MFR PDF Page#1,MFR PDF URL2,MFR PDF Page#2,Image URL,Amazon Link,Third Party HTML 1,Third Party HTML 2,Feature Copy,Feature Bullet,Short Description,Video URL,EAN,Product Name,Attrname1,AttrValue1,AttrUnit1,Flag1,Attrname2,AttrValue2,AttrUnit2,Flag2,Attrname3,AttrValue3,AttrUnit3,Flag3,Attrname4,AttrValue4,AttrUnit4,Flag4,Attrname5,AttrValue5,AttrUnit5,Flag5,Attrname6,AttrValue6,AttrUnit6,Flag6,Attrname7,AttrValue7,AttrUnit7,Flag7,Attrname8,AttrValue8,AttrUnit8,Flag8,Attrname9,AttrValue9,AttrUnit9,Flag9,Attrname10,AttrValue10,AttrUnit10,Flag10,Attrname11,AttrValue11,AttrUnit11,Flag11,Attrname12,AttrValue12,AttrUnit12,Flag12,Attrname13,AttrValue13,AttrUnit13,Flag13,Attrname14,AttrValue14,AttrUnit14,Flag14,Attrname15,AttrValue15,AttrUnit15,Flag15,Attrname16,AttrValue16,AttrUnit16,Flag16,Attrname17,AttrValue17,AttrUnit17,Flag17,Attrname18,AttrValue18,AttrUnit18,Flag18,Attrname19,AttrValue19,AttrUnit19,Flag19,Attrname20,AttrValue20,AttrUnit20,Flag20,Attrname21,AttrValue21,AttrUnit21,Flag21,Fill Rate,Altius Remarks,PT Update/Not Update Status,Altius Comments,Data QC Comments,Data QC  Updated Status,Site Audit Comments,Site Audit Updated Status
Parent_370,Child_1,XJ-QI9H-YVZ8,B004GKQGDK,Vicks First Defence 2 x 15ml,Y,2,Y,1008UKBC26Z,15.76,08/10/2018 13:20:26 BST,Active,"Health & Beauty>Medication & Remedies>Cold, Cough & Flu Relief",Health & Beauty,Medication & Remedies,"Cold, Cough & Flu Relief","Cold, Cough & Flu Relief",Vicks,,Found,https://www.vicks.co.uk/en-gb/shop-products/vicks-cold-prevention-products/vicks-first-defence-nasal-spray,,,,,,https://www.halfpriceperfumes.co.uk/31604-thickbox_default/vicks-first-defence-15ml.jpg,https://www.amazon.com/Vicks-81239448-First-Defence-15Ml/dp/B004GKQGDK,https://www.cocooncenter.co.uk/vicks-first-defence-15ml/8666.html,https://www.mccabespharmacy.com/vick-first-defence-spray-15ml.html,"Fight against the first signs of a cold or flu. Welcome to the last place a cold or flu wants you to be. As soon as you feel one coming, send it packing! Vicks First Defence can reduce the chance of developing a full-blown cold. Chances are your cold won’t take hold.",,Vicks® Nasal Spray Liquid 15 ml Bottle 2 Box,https://youtu.be/Y06Tm6ncZ9s,5011321823815,Nasal Spray,Brand,Vicks®,,,Product Type,Nasal Spray,,,Ingredients,"Aqua, Hydroxypropyl Methylcellulose, Succinic Acid, Disodium Succinate, Pca, Phenethyl Alcohol, Zinc Edta, Zinc Acetate, Polysorbate 80, Aroma (Menthol, Camphor, Eucalyptol), Sodium Saccharin",,,Physical Form,Liquid,,,Suitable For,"Adult, Children Over 12 years",,,Age Limit,Above 12 Years,,,Container Size,15,ml,,Container Type,Spray Bottle,,Image,Used For,Fight Against the First Signs of a Cold or Flu,,,Usage Instructions,"Apply 2-3 Sprays Per Nostril Up to 4 Times A Day. Allow 4 Hours Between Applications, no More Than 4 Applications in 24 Hours",,,Odour,,,,Colour,Multi,,Third Party,Alcohol Free,,,,Storage Instructions,"Keep Out of the Reach and Sight of Children, Do Not Store Above 25°C",,,Package Quantity,,,Image,Special Features,"Nasal Spray That Helps Fight the Cold Germs Before They Can Take Hold, Relieves Symptoms",,Third Party,Country of Origin,UK,,Based On MFR,Standards Met,,,,,,,,,,,,,,,,83.33,,,,,,,
Parent_370,Child_2,3R-E7IV-GWXO,B000LNEBO2,Vicks First Defence Micro-Gel Nasal Spray 15ml,N,,Y,0907S40VBMB,8.99,07/09/2017 17:00:44 BST,Active,"Health & Beauty>Medication & Remedies>Cold, Cough & Flu Relief",Health & Beauty,Medication & Remedies,"Cold, Cough & Flu Relief","Cold, Cough & Flu Relief",Vicks,,Found,https://www.vicks.co.uk/en-gb/shop-products/vicks-cold-prevention-products/vicks-first-defence-nasal-spray,,,,,,https://azcdn.genesis.pgsitecore.com/en-gb/-/media/Vicks_GB/Images/Products/Category%20Cold%20Prevention%20Products/Vicks%20First%20Defence%20Nasal%20Spray/2019_01_08/Vicks_First_Defence_Nasal_Spray_primary_DT.png?w=1210&v=1-201901080808,https://www.amazon.co.uk/Vicks-First-Defence-Micro-Gel-Nasal/dp/B000LNEBO2/ref=sr_1_1?keywords=B000LNEBO2&qid=1553583036&s=drugstore&sr=1-1,https://www.wilko.com/en-uk/vicks-first-defence-micro-gel-nasal-spray-15ml/p/0238925,https://www.mccabespharmacy.com/vick-first-defence-spray-15ml.html,"Fight against the first signs of a cold or flu. Welcome to the last place a cold or flu wants you to be. As soon as you feel one coming, send it packing! Vicks First Defence can reduce the chance of developing a full-blown cold. Chances are your cold won’t take hold.",,Vicks® Nasal Spray Liquid 15 ml Bottle 1 Box,https://youtu.be/Y06Tm6ncZ9s,5013965704666,Nasal Spray,Brand,Vicks®,,,Product Type,Nasal Spray,,,Ingredients,"Aqua, Hydroxypropyl Methylcellulose, Succinic Acid, Disodium Succinate, Pca, Phenethyl Alcohol, Zinc Edta, Zinc Acetate, Polysorbate 80, Aroma (Menthol, Camphor, Eucalyptol), Sodium Saccharin",,,Physical Form,Liquid,,,Suitable For,"Adult, Children Over 12 years",,,Age Limit,Above 12 Years,,,Container Size,15,ml,,Container Type,Spray Bottle,,,Used For,Fight Against the First Signs of a Cold or Flu,,,Usage Instructions,"Apply 2-3 Sprays Per Nostril Up to 4 Times A Day. Allow 4 Hours Between Applications, no More Than 4 Applications in 24 Hours",,,Odour,,,,Colour,Multi,,Third Party,Alcohol Free,,,,Storage Instructions,"Keep Out of the Reach and Sight of Children, Do Not Store Above 25°C",,,Package Quantity,,,Image,Special Features,"Nasal Spray That Helps Fight the Cold Germs Before They Can Take Hold, Relieves Symptoms",,Third Party,Country of Origin,UK,,Based On MFR,Standards Met,,,,,,,,,,,,,,,,83.33,,,,,,,
Parent_372,Child_1,PH-YYJ1-34Y0,B0015UIQ50,Vicks VapoRub 100g,N,,Y,0831SPUVFZ5,6.99,31/08/2017 14:49:36 BST,Inactive,"Health & Beauty>Medication & Remedies>Cold, Cough & Flu Relief",Health & Beauty,Medication & Remedies,"Cold, Cough & Flu Relief","Cold, Cough & Flu Relief",Vicks,,Found,https://www.vicks.com.au/en-au/browse-products/cough-and-cold/vicks-vaporub,,,,,,https://azcdn.genesis.pgsitecore.com/en-au/-/media/Vicks_AU/Images/Callouts/AU/Desktop/Products/_0000_VVR%20100g%20Label%20-%20Front.jpg?w=1210&v=1-201510272337,https://www.amazon.in/Vicks-Vaporub-100g/dp/B0015UIQ50,https://www.boots.com/vicks-vaporub-100g-10060261,https://www.simpleonlinepharmacy.co.uk/medications/vicks-vaporub-100g/,"With its unique and time-trusted formula, Vicks VapoRub gives you relief from cough and cold for 8 hours, so you and your family can sleep and dream happily.",,Vicks® Vicks Vaporub for Children 100 g Bottle 1 Pack,https://youtu.be/R1YgCV4FpZQ,5000174929591,Vicks Vaporub,Brand,Vicks®,,,Product Type,Vicks Vaporub,,,Ingredients,"Levomenthol 2.75% W/V, Camphor 5.00 W/V, Eucalyptus Oil 1.50% W/V, Turpentine Oil 5.00% W/W",,,Physical Form,Ointment,,,Suitable For,Children,,,Age Limit,Above 2 years,,,Container Size,100,g,,Container Type,Bottle,,Image,Used For,"Relief From Cough and Cold So You Can Enjoy a Full Night of Restful Sleep, Even With A Cold",,,Usage Instructions,Add 2 Teaspoonfuls of Vicks Vaporub in a Bowl of Hot (not Boiling) Water and Inhale the Vapours to Clear Blocked Nose and Ease Breathing Difficulties,,,Odour,,,,Colour,,,,Alcohol Free,,,,Storage Instructions,,,,Package Quantity,,,Legacy,Special Features,"Medication or Complementary Therapy, or If Symptoms Persist",,,Country of Origin,UK,,,Standards Met,,,,,,,,,,,,,,,,72.22,,,,,,,
Parent_372,Child_2,V8-TCA7-BEG3,B004GKIEK8,Vicks Vaporub 2 x 100g,Y,2,Y,1106UH75I1H,12.94,06/11/2018 13:57:02 GMT,Inactive,"Health & Beauty>Medication & Remedies>Cold, Cough & Flu Relief",Health & Beauty,Medication & Remedies,"Cold, Cough & Flu Relief","Cold, Cough & Flu Relief",Vicks,,Found,https://www.vicks.com.au/en-au/browse-products/cough-and-cold/vicks-vaporub,,,,,,https://azcdn.genesis.pgsitecore.com/en-us/-/media/Vicks/Images/Products/US/VapoRub%20Family/Vicks%20VapoRub%20Topical%20Cough%20Suppressant/ABC_20_1.jpg?w=1210&v=1-201708101302,https://www.amazon.co.uk/Vicks-Vaporub-2-x-100g/dp/B004GKIEK8,https://www.walmart.com/ip/Vicks-Vapor-Rub-100g-VapoRub-Pack-of-1/621257272,https://www.boots.com/vicks-vaporub-100g-10060261,"With its unique and time-trusted formula, Vicks VapoRub gives you relief from cough and cold for 8 hours, so you and your family can sleep and dream happily.",,Vicks® Vicks Vaporub for Children 100 g Bottle 2 Pack,https://youtu.be/R1YgCV4FpZQ,5000174929591,Vicks Vaporub,Brand,Vicks®,,,Product Type,Vicks Vaporub,,,Ingredients,"Levomenthol 2.75% W/V, Camphor 5.00 W/V, Eucalyptus Oil 1.50% W/V, Turpentine Oil 5.00% W/W",,,Physical Form,Ointment,,,Suitable For,Children,,,Age Limit,Above 2 years,,,Container Size,100,g,,Container Type,Bottle,,Image,Used For,"Relief From Cough and Cold So You Can Enjoy a Full Night of Restful Sleep, Even With A Cold",,,Usage Instructions,Add 2 Teaspoonfuls of Vicks Vaporub in a Bowl of Hot (not Boiling) Water and Inhale the Vapours to Clear Blocked Nose and Ease Breathing Difficulties,,,Odour,,,,Colour,,,,Alcohol Free,,,,Storage Instructions,,,,Package Quantity,,,Legacy,Special Features,"Medication or Complementary Therapy, or If Symptoms Persist",,,Country of Origin,UK,,,Standards Met,,,,,,,,,,,,,,,,72.22,,,,,,,
Parent_376,Child_1,BO-ZIH9-X21I,B00ZX5F5FC,"3M Cavilon Durable Barrier Cream, 92 g Tube",N,,Y,0215V6KM2D4,11.95,15/02/2019 11:27:31 GMT,Active,Health & Beauty>Vitamins & Supplements>Womens Supplements,Health & Beauty,Vitamins & Supplements,Womens Supplements,Womens Supplements,3M,3392C,Found,https://www.3mcanada.ca/3M/en_CA/company-ca/all-3m-products/~/3M-Cavilon-Durable-Barrier-Cream-3392C/?N=5002385+8711098+3291781474+3294529206&rt=rud,,,,,,https://images-na.ssl-images-amazon.com/images/I/71d0pPr6fnL._SL1500_.jpg,https://www.amazon.co.uk/3M-3392C-Cavilon-Durable-Barrier/dp/B00ZX5F5FC/ref=cm_cr_arp_d_product_top?ie=UTF8,https://www.canmeddirect.ca/3m-3392c-ea-cavilon-durable-barrier-cream-fragrance-free-resist-wash-off-92-grams.html,,"A concentrated, therapeutic barrier cream that provides durable, long-lasting moisture barrier protection while moisturizing the skin. The unique polymer-based formula requires less frequent application and less product with each application. 3M™ Cavilon™ Durable Barrier Cream, 3392C is 92 g (3.25 oz).",•Protects from incontinence|•Resists wash-off|•Won't clog or reduce absorbency of diapers or pads|•Allows tapes to stick|•CHG compatible|•Fragrance Free|•Hypoallergenic,3M™ Barrier Cream 92 g Tube 1 Pack,https://www.youtube.com/watch?v=ypMyKTUXriM,0700425712112,Barrier Cream,Brand,3M™,,,Product Type,Barrier Cream,,,Ingredients,"Water (Aqua), Diisooctyl Adipate, Acrylate Terpolymer, Cocos Nucifera (Coconut) Oil, PPG-15 Stearyl Ether, Glycerin, Isopropyl Palmitate, White Mineral Oil (Paraffinum Liquidum), Trimethylsiloxysilicate, Paraffin, Dimethicone, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Magnesium Sulfate.",,,Used For,"Protection of at Risk Skin From Damage Associated with Incontinence, Moisturization and Protection of Severely Dry Skin",,,Usage Instructions,"Apply as Needed, Gently Cleanse Skin as Required, Apply Cream Sparingly to Cover the Entire Affected Area. If the After-Feel is Oily, You Have Applied Too Much. Cavilon Durable Barrier Cream May Increase the Adherence of Some Adhesive Products. Persons With Fragile Skin Should Avoid Using the Cream Under All Adhesive Products Not to be Used on Infected Areas of the Skin - for Example Fungal Infections.",,,Organic (Yes/No),,,,Storage Instructions,,,,Container Size,92,g,,Container Type,Tube,,Image,Package Quantity,,,Legacy,Country of Origin,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.82,,,,,,,
Parent_376,Child_2,2Z-N6IM-MY9L,B00CYPUUYK,3M Cavilon Durable Barrier Cream Fragrance Free 3.25 Ounce (92G) Tube (Pack Of 2),Y,2,Y,0130VC034EQ,21.56,30/01/2019 14:27:22 GMT,Active,Health & Beauty>Vitamins & Supplements>Womens Supplements,Health & Beauty,Vitamins & Supplements,Womens Supplements,Womens Supplements,3M,3392G,Found,https://www.3m.com/3M/en_US/company-us/all-3m-products/~/3M-Cavilon-Durable-Barrier-Cream-Fragrance-Free/?N=5002385+3291767522+3293321919&rt=rud,,https://multimedia.3m.com/mws/media/172629O/cavilon-dbc-incontinence-care-application-guide.pdf,4,https://multimedia.3m.com/mws/media/129096O/cavilon-durable-barrier-cream-sell-sheet.pdf,2,https://images.prod.meredith.com/product/ea67ada9893201f2ef9d1d612837ef68/1537786504477/l/3m-cavilon-durable-barrier-cream-fragrance-free-3-25-oz-tube-1-ea-3355,https://www.amazon.co.uk/Cavilon-Durable-Barrier-Cream-Fragrance/dp/B00CYPUUYK/ref=sr_1_1?keywords=B00CYPUUYK&qid=1553582802&s=gateway&sr=8-1,https://www.onbuy.com/gb/bath-and-body-sets/cavilon-3m-durable-barrier-cream-fragrance-free-325-ounce-92g-tube-pack-of-2~c8173~p6883500/,https://www.massgenie.com/3m-cavilon-durable-barrier-cream-fragrance-free-3-25-ounces-92g-tube-pack-of-3-34221af20b289fea,"A unique moisturizing barrier cream formulated with 3M polymers for patients at risk from incontinence-associated dermatitis (IAD). Concentrated, fragrance-free cream requires less frequent application and resists washing off, making care easier. Hypoallergenic formula contains dimethicone to better protect patients' skin. Compatible with chlorhexidine gluconate (CHG) and can be used with tapes and dressings.","•Improves Patient Comfort – Moisturizes as it protects skin against incontinence-associated dermatitis|•Long Lasting – Resists washing off and requires fewer applications than typical moisture barriers, saving time and effort|•Transparent, Non-Greasy and Allows Adhesives to Adhere – Vanishes into skin, allowing tapes and dressings to adhere. Does not clog briefs or diapers.|•Clincally Proven Protection – Hypoallergenic formula contains dimethicone for extra skin protection and comfort|•Compatible with CHG|•Vanishes into skin|•Does not clog briefs or diapers|•Economical",3M™ Barrier Cream 92 g Tube 2 Pack,https://www.youtube.com/watch?v=ypMyKTUXriM,4046719869824,Barrier Cream,Brand,3M™,,,Product Type,Barrier Cream,,,Ingredients,"Water (Aqua), Diisooctyl Adipate, Acrylate Terpolymer, Cocos Nucifera (Coconut) Oil, PPG-15 Stearyl Ether, Glycerin, Isopropyl Palmitate, White Mineral Oil (Paraffinum Liquidum), Trimethylsiloxysilicate, Paraffin, Dimethicone, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Magnesium Sulfate.",,,Used For,"Protection of at Risk Skin From Damage Associated with Incontinence, Moisturization and Protection of Severely Dry Skin",,,Usage Instructions,"Apply as Needed, Gently Cleanse Skin as Required, Apply Cream Sparingly to Cover the Entire Affected Area. If the After-Feel is Oily, You Have Applied Too Much. Cavilon Durable Barrier Cream May Increase the Adherence of Some Adhesive Products. Persons With Fragile Skin Should Avoid Using the Cream Under All Adhesive Products Not to be Used on Infected Areas of the Skin - for Example Fungal Infections.",,,Organic (Yes/No),,,,Storage Instructions,,,,Container Size,92,g,,Container Type,Tube,,,Package Quantity,,,Legacy,Country of Origin,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.82,,,,,,,
Parent_376,Child_3,BU-CAH4-87P6,B01KD97ZCS,3M Cavilon Durable Barrier Cream - 92g Tube - Triple Pack Healthcare,Y,3,Y,0205VL52JIL,31.99,05/02/2019 11:52:06 GMT,Active,Health & Beauty>Vitamins & Supplements>Womens Supplements,Health & Beauty,Vitamins & Supplements,Womens Supplements,Womens Supplements,3M,3392G,Found,https://www.3m.com.au/3M/en_AU/company-au/all-3m-products/~/3M-Cavilon-Durable-Barrier-Cream-92g-Tube-3392G/?N=5002385+3292952286&preselect=3293786499&rt=rud,,https://multimedia.3m.com/mws/media/1194171O/3m-cavilon-durable-barrier-cream-flier-2016-pdf.pdf&fn=3M%E2%84%A2%20Cavilon%E2%84%A2%20Durable%20Barrier%20Cream%20Flier%202016.pdf,3,https://multimedia.3m.com/mws/mediawebserver?mwsId=SSSSSuUn_zu8lZ09mx21N82SMv70k17zHvu9lxtD7SSSSSS--,1,https://www.ageukincontinence.co.uk/media/catalog/product/cache/e48bc02676090cdee0f5e795d38346da/3/3/3392g_cavilon_durable_barrier_cream_-_92g_tube.jpg,https://www.amazon.co.uk/Durable-Barrier-Cream-Triple-Healthcare/dp/B01KD97ZCS/ref=sr_1_1?keywords=B01KD97ZCS&qid=1557125988&s=gateway&sr=8-1,https://www.bwgeneration.com/product/3m-cavilon-barrier-cream-92gm/,https://starkmans.com/3m-3392g-cavilon-durable-barrier-cream-92g-tube-case-12.html,"Cavilon Durable Barrier Cream is a moisturising barrier cream that provides durable, long-lasting production from bodily fluids while moisturising the skin. The unique, polymer based formula provides a breathable barrier¹ to promote skin health in patients at risk for skin damage from incontinence. The cream vanishes into the skin¹, is fragrance free, does not clog briefs and absorbent products¹, allows for easy visualisation of the skin and resists wash-off. Cavilon Durable Barrier Cream contains a unique blend of 3M polymers and dimethicone for skin protection as well as conditioning ingredients for moisturisation. Unlike typical barrier products, Cavilon Durable Barrier Cream is both durable and concentrated. This means it lasts longer and you use less per application than typical creams and ointments.","•Unique, polymer-based formulation|•Concentrated - requires less frequent application and less product with each application than typical moisture barriers|•Does not clog or reduce the absorbency or continence pads¹|•Resists wash off - eliminates the need for frequent reapplication²|•Allows tapes and dressings to adhere|•Hypoallergenic²|•CHG compatible²",3M™ Barrier Cream 92 g Tube 3 Pack,https://www.youtube.com/watch?v=ypMyKTUXriM,,Barrier Cream,Brand,3M™,,,Product Type,Barrier Cream,,,Ingredients,"Water (Aqua), Diisooctyl Adipate, Acrylate Terpolymer, Cocos Nucifera (Coconut) Oil, PPG-15 Stearyl Ether, Glycerin, Isopropyl Palmitate, White Mineral Oil (Paraffinum Liquidum), Trimethylsiloxysilicate, Paraffin, Dimethicone, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Magnesium Sulfate.",,,Used For,"Protection of at Risk Skin From Damage Associated with Incontinence, Moisturization and Protection of Severely Dry Skin",,,Usage Instructions,"Apply as Needed, Gently Cleanse Skin as Required, Apply Cream Sparingly to Cover the Entire Affected Area. If the After-Feel is Oily, You Have Applied Too Much. Cavilon Durable Barrier Cream May Increase the Adherence of Some Adhesive Products. Persons With Fragile Skin Should Avoid Using the Cream Under All Adhesive Products Not to be Used on Infected Areas of the Skin - for Example Fungal Infections.",,,Organic (Yes/No),,,,Storage Instructions,,,,Container Size,92,g,,Container Type,Tube,,,Package Quantity,,,Legacy,Country of Origin,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.82,<Used for chnages as per Parent SKU>,,,,,,
Parent_377,Child_1,SGL-AEMC,,1 x Atrixo Enriched Moisturising Cream 200ml,,,,,,,,Health & Beauty>Skin Care>Hand & Nail Care,Health & Beauty,Skin Care,Hand & Nail Care,Hand & Nail Care,Atrixo,,Found - Third Party,,,,,,,https://images-its.chemistdirect.co.uk/Atrixo-Enriched-Moisturising-Cream-4193-1233.jpg?o=$qbEg6rHsphCqiHzZHlVZWNLRcsj&V=MpTg&w=800&h=800,https://www.amazon.com/Atrixo-Enriched-Moisturising-Cream/dp/B00QMH8138,https://www.chemistdirect.co.uk/atrixo-enriched-moisturising-cream/prd-h5u,https://www.ebay.co.uk/itm/3-x-Atrixo-Enriched-Moisturising-Hand-Cream-with-Camomile-200ml-/172950318640,,,Atrixo® Moisturising Cream 200 ml Tub 1 Pack,,,Moisturising Cream,Brand,Atrixo®,,,Product Type,Moisturising Cream,,,Ingredients,"Aqua, Cetyl Alcohol, Myristal Alcohol, Glycerin, Sorbitan Stearate, Isopropyl Palmitate, Ceteareth-3, Cera Microcristallina, Octyldodecanol, Dimethicone, Triceteareth-4 Phosphate, Paraffinium Liquidium, Panthenol, Phenoxyethanol, Sodium Carbomer, Methylparaben, Glycine Soja, Bisabolol, Butylparaben, Thylparaben, Isobutylparaben, Propylparaben, Chamomilla Recuitta, Parfum, Hexyl-Cinnamal, Benzyl Salicylate, Linalool, Citronella, Geraniol, Eugenol.",,,Skin Type,Dry Skin,,,Physical Form,Cream,,,Used For,"Moisturises Dry, Rough Hands to Soothe and Soften Them",,,Usage Instructions,Simply Apply When Needed - for Instantly Softer Hands,,,Organic (Yes/No),,,,Container Size,200,ml,,Container Type,Tub,,,Package Quantity,,,,Special Features,,,,Country of Origin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67,,,,,,,
Parent_377,Child_2,92-Y11E-SE3W,B00QMH8138,Atrixo Enriched Moisturising Cream 200ml x 3,Y,3,,0205VL3KT42,14,05/02/2019 11:36:41 GMT,Inactive,Health & Beauty>Skin Care>Hand & Nail Care,Health & Beauty,Skin Care,Hand & Nail Care,Hand & Nail Care,Atrixo,,Found - Third Party,,,,,,,https://images-its.chemistdirect.co.uk/Atrixo-Enriched-Moisturising-Cream-4193-1233.jpg?o=$qbEg6rHsphCqiHzZHlVZWNLRcsj&V=MpTg&w=800&h=800,https://www.amazon.com/Atrixo-Enriched-Moisturising-Cream/dp/B00QMH8138,https://www.chemistdirect.co.uk/atrixo-enriched-moisturising-cream/prd-h5u,https://www.ebay.co.uk/itm/3-x-Atrixo-Enriched-Moisturising-Hand-Cream-with-Camomile-200ml-/172950318640,,,Atrixo® Moisturising Cream 200 ml Tub 3 Pack,,,Moisturising Cream,Brand,Atrixo®,,,Product Type,Moisturising Cream,,,Ingredients,"Aqua, Cetyl Alcohol, Myristal Alcohol, Glycerin, Sorbitan Stearate, Isopropyl Palmitate, Ceteareth-3, Cera Microcristallina, Octyldodecanol, Dimethicone, Triceteareth-4 Phosphate, Paraffinium Liquidium, Panthenol, Phenoxyethanol, Sodium Carbomer, Methylparaben, Glycine Soja, Bisabolol, Butylparaben, Thylparaben, Isobutylparaben, Propylparaben, Chamomilla Recuitta, Parfum, Hexyl-Cinnamal, Benzyl Salicylate, Linalool, Citronella, Geraniol, Eugenol.",,,Skin Type,Dry Skin,,,Physical Form,Cream,,,Used For,"Moisturises Dry, Rough Hands to Soothe and Soften Them",,,Usage Instructions,Simply Apply When Needed - for Instantly Softer Hands,,,Organic (Yes/No),,,,Container Size,200,ml,,Container Type,Tub,,,Package Quantity,,,,Special Features,,,,Country of Origin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67,,,,,,,
Parent_378,Child_1,SGL-BAVG,,Balance Activ - Vaginal Gel | 7 tube box | 1 PACK BUNDLE,,,,,,,,Health & Beauty>Women's Hygiene>Intimate Care,Health & Beauty,Women's Hygiene,Intimate Care,Intimate Care,Balance Activ,,Found - Third Party,,,,,,,https://img.tesco.com/Groceries/pi/110/7315515010110/IDShot_540x540.jpg,https://www.amazon.co.uk/Pack-Balance-Activ-Vaginal-BUNDLE/dp/B00URR2XRO,https://www.boots.com/balance-activ-vaginal-gel-7-single-use-tubes-10082292,https://groceries.morrisons.com/webshop/product/Balance-Active-BV-Gel/326070011?from=search&param=balance%20activ|https://www.tesco.com/groceries/en-GB/products/265749486,,,Balance Activ® Vaginal Gel 5 ml 7 Tube 1 Pack,,,Vaginal Gel,Brand,Balance Activ®,,,Product Type,Vaginal Gel,,,Ingredients,"Lactic Acid, Glycogen, Propylene Glycol, Methylhydroxypropyl Cellulose, Sodium Lactate, Water",,,Skin Type,,,,Physical Form,Gel,,,Used For,To Maintain the Natural pH Balance,,,Usage Instructions,"Please Read Enclosed Leaflet Before Use, Treatment:For the Effective Relief of Unusual Vaginal Discharge, Smell and Discomfort, Use 1 Tube Daily for 7 Days, Before Bedtime, Maintenance:For the Maintenance of Normal Vaginal Ph Following Your Period and a Course of Antibiotic Treatment, Please See Enclosed Leaflet",,,Ideal For,,,,Odour,,,,Alcohol Free,,,,Organic (Yes/No),,,,Container Size,5,ml,,Container Type,Tube,,Legacy,Storage Instructions,,,,Package Quantity,,,Legacy,Special Features,,,,Country of Origin,,,,,,,,,,,,,,,,,,,,52.94,Description Matched,,,,,,
Parent_378,Child_2,NA-UAKP-DKMR,B00URR2XRO,Balance Activ - Vaginal Gel | 7 tube box | 2 PACK BUNDLE,Y,2,Y,0706SNCLUET,17.38,06/07/2017 09:40:49 BST,Active,Health & Beauty>Women's Hygiene>Intimate Care,Health & Beauty,Women's Hygiene,Intimate Care,Intimate Care,Balance Activ,,Found - Third Party,,,,,,,https://img.tesco.com/Groceries/pi/110/7315515010110/IDShot_540x540.jpg,https://www.amazon.co.uk/Pack-Balance-Activ-Vaginal-BUNDLE/dp/B00URR2XRO,https://www.boots.com/balance-activ-vaginal-gel-7-single-use-tubes-10082292,https://groceries.morrisons.com/webshop/product/Balance-Active-BV-Gel/326070011?from=search&param=balance%20activ|https://www.tesco.com/groceries/en-GB/products/265749486,,,Balance Activ® Vaginal Gel 5 ml 7 Tube 2 Pack,,,Vaginal Gel,Brand,Balance Activ®,,,Product Type,Vaginal Gel,,,Ingredients,"Lactic Acid, Glycogen, Propylene Glycol, Methylhydroxypropyl Cellulose, Sodium Lactate, Water",,,Skin Type,,,,Physical Form,Gel,,,Used For,To Maintain the Natural pH Balance,,,Usage Instructions,"Please Read Enclosed Leaflet Before Use, Treatment:For the Effective Relief of Unusual Vaginal Discharge, Smell and Discomfort, Use 1 Tube Daily for 7 Days, Before Bedtime, Maintenance:For the Maintenance of Normal Vaginal Ph Following Your Period and a Course of Antibiotic Treatment, Please See Enclosed Leaflet",,,Ideal For,,,,Odour,,,,Alcohol Free,,,,Organic (Yes/No),,,,Container Size,5,ml,,Container Type,Tube,,Legacy,Storage Instructions,,,,Package Quantity,,,Legacy,Special Features,,,,Country of Origin,,,,,,,,,,,,,,,,,,,,52.94,Description Matched,,,,,,
